appId,title,url,description,primaryGenre,contentRating,size,released,updated,releaseNotes,price,free,developer,developerWebsite,score,currentVersionScore,currentVersionReviews,supports_iPhone,supports_iPad,supports_Mac,days_since_last_update,app_age,Sentiment_Category,update_frequency,price_category,app_age_category,file_size_category
com.holidaypirates.urlaubspiraten,TravelPirates: Travel Deals,https://apps.apple.com/us/app/travelpirates-travel-deals/id564850309?uo=4,"Whether you’re looking for a last minute beach vacay, discounts on train tickets, rental cars, or cheap flights with a budget airline, TravelPirates has you covered! 

 ***Winner of World Travel Awards 2018***



How does the TravelPirates App work?

STEP 1 – We find the best trips by identifying combinations of flights, hotels or vacation packages with the best price value
STEP 2 – We post these travel deals on our TravelPirates App, including customization options such as departure airports, destinations, and travel dates
STEP 3 – You book – the faster the better as the best deals expire quickly!

What can you do on the TravelPirates App?

HOTTEST TRAVEL DEALS

Check out our latest deals to find the trip that best suits you! We always provide you with extensive information on destinations, prices, and accommodations. As we’ve done all the hard work for you, you won’t have to research further. Simply click and book your dream vacation. The abundance of customization options regarding travel dates, departure airports, and destinations allows you to select the ones that suit your travel needs best.

TRAVEL DEAL CATEGORIES – FLIGHTS, HOTELS, AND PACKAGES

Browse our travel categories to find the type of trip that you’re looking for. We have flight deals, hotel deals, vacation packages, and more! You can either have a look at our best deals across all categories or select the category that you’re interested in.

USE OUR SEARCH ENGINE TO FIND YOUR PERFECT TRIP

Haven’t found any travel deals for the destination you had in mind? Struggling to find a flight from your nearest departure airport? No worries! You can search for customized deals in the Booking section of the TravelPirates App. Search in our categories of Vacations, Flight + Hotel combinations, Flights only, Hotels only, and Rental Cars to find a trip that suits your needs.

TRAVEL ALERTS – DON’T MISS OUT ON YOUR DREAM VACATION

With our amazing travel alerts you'll never miss out on a deal again! This feature allows you to set up alerts based on your travel preferences. Simply choose your preferred destinations, departure airports, and budget. As soon as we find a deal that matches your requirements, we'll send you a notification.

USE THE FILTERS TO SEE TAILORED VACATION DEALS

If you have a clear idea of the trip you want, our filters will help you find the perfect vacation. For example, if you want to look at beach vacays in the Bahamas during July or low budget flights to New York City, then simply click on the filters and enter your requirements. You can filter by deal category, departure airport, destination and travel period.

THE TRAVELPIRATES APP CATERS TO ALL YOUR NEEDS

TravelPirates provides you with the best deals for cheap flights from well-known airlines including Delta, United, and Southwest.

We’ll keep you updated on the latest travel deals, packages & last minute offers from renowned vendors, such as Expedia, Kayak or Skyscanner.

WE’RE THERE FOR YOU

Have any questions about our app? Send us an e-mail at insert contact mail, we'll do our best to address your question as soon as possible!


Follow us on:
-Facebook www.facebook.com/Travelpirates
-Instagram www.instagram.com/travelpirates
-Twitter www.twitter.com/TravelPiratesUS

You can also sign up to receive our hottest deals via WhatsApp or FB Messenger: www.travelpirates.com/pages/whatsapp

Sign up for our newsletter and have the best vacation deals sent directly to your inbox: www.travelpirates.com/newsletter/subscribe

Are you a fan of our pirate app? Leave us a review in the App Store and tell us what you love about it!

So jump aboard our deal hunting pirate ship and book your perfect vacation today!",Travel,4+,69178368,2012-10-19 01:23:05+00:00,2024-03-29 19:31:38+00:00,Minor bug fixes,0.0,free,Holidaypirates GmbH,https://www.travelpirates.com,4.80511,4.80511,8431,1,1,0,30,4179,Positive,Very Recent Updates,Free,Very Mature,Medium
travel.portico.app.ios,Portico: My Travel Planner,https://apps.apple.com/us/app/portico-my-travel-planner/id1531925764?uo=4,"Portico is your ultimate travel organizer, enabling you to ditch those tired spreadsheets and more easily save, plan, and share amazing adventures all in one place. Whether on our iOS or web, everything syncs real-time. You may not be traveling IRL yet, but you can travel dream!

Save ideas in your trips, such as restaurants, museums and other places to see, links to travel articles online, or notes to yourself. Use the Share button from apps like Safari and Instagram to quickly save ideas while on the go. You can also forward emails to trips@portico.travel.

Invite friends & family to join your trip and have fun planning together. Favorite things by tapping the heart icons to see what your group wants to do the most. 

See all your ideas on a map, with easy access to hours of operation, phone numbers, and websites for restaurants, museums, stores and more.

Add ideas to your daily travel plan and see estimated walking/driving time and distance between places. Also view your daily plan on the map...and see other ideas you saved that are nearby.

Need a little inspiration? Scroll through recent Portico Dispatches in the Discover section.",Travel,4+,39529472,2020-11-19 08:00:00+00:00,2024-03-13 06:23:24+00:00,Compatibility updates and bug fixes,0.0,free,"Portico Travel, Inc.",https://portico.travel/,4.76,4.76,50,1,1,0,46,1209,Positive,Recently Updated,Free,Very Mature,Small
com.troupe.mobileapp,Troupe: Group Trip Planner,https://apps.apple.com/us/app/troupe-group-trip-planner/id1610022190?uo=4,"Planning a group trip but tired of long group texts and email threads that lead nowhere? Try the Troupe® trip planning app, a free and collaborative travel planning app that helps groups vote and agree on the important stuff: like travel dates, destinations, hotels or rental houses, and activities all in one place.

Keep track of all your crucial details in one easy-to-use app and get going faster. Create polls, manage RSVPs, add notes, and share Vrbos or Airbnbs directly within Troupe®.

Whether it’s a milestone birthday, weekend escape, bachelor(ette) party, or family reunion, Troupe has you covered.


ALL YOUR TRIP DETAILS IN ONE EASY-TO-USE APP

Create one centralized tripsite for your getaway, where you and your friends can share everything from flight details to travel dates, hotel options to restaurant recommendations, all from the comfort of one simple app. Easily keep track of everything in one place, so you don’t have to jump from iMessage to Gmail, Facebook to Whatsapp just to know what’s going on. Manage trip RSVPs, set up polls, add suggestions, and vote as a group to build consensus and get going on your next group trip faster.


DITCH BORING LINKS FOR PICTURES THAT INSPIRE

Add links for destinations or hotels and watch as images magically appear to get your group excited for what’s to come. Have a photo in mind you know your friends won’t be able to resist? Change things up by uploading an image of your own or grabbing a beautiful snapshot from our friends at Unsplash to add a dash of color. It’s a surefire way to get travelers excited about what's to come and help your Troupe get going faster.


NOT SURE WHERE TO START? POLL YOUR FRIENDS

Create a poll to gather feedback on what fellow travelers want to do on your trip. Build custom questions and answers that help you narrow in on key details like budget or hotel options, what kinds of activities people want to book, and which flights look best to the group. You can even add links to polls to help your friends make decisions and get going faster


INVITE YOUR FRIENDS AND KEEP THEM UPDATED ON YOUR TRIP’S PROGRESS

Wrangling a large group? Keep track of who’s coming, who’s not, and who’s still a “maybe,” with our simple invite management system. Troupe notifies you and your planning group every time a new traveler joins and updates everyone when suggestions are made, voting has begun, or feedback is needed to keep the momentum going. Inviting friends via group message, SMS, or email makes it easy to add new travelers as your group trip evolves and grows.


BROWSE AND BOOK VACATION RENTALS IN APP

Through our booking and rental partner, Vrbo, travelers can browse, suggest, and vote on short-term rental homes (as well as hotels) without ever having to leave Troupe. Once your planning group votes on where they want to stay, simply book the property and get going. Can’t find a Vrbo you like? Travelers can also add links to hotels, Airbnbs, or any website on the internet, allowing you to compare all your options in one easy-to-find place.",Travel,4+,10523648,2022-05-09 07:00:00+00:00,2023-04-04 15:19:54+00:00,Improve push notification experience,0.0,free,"Troupe, Inc.",https://www.troupe.com,4.0,4.0,31,1,1,0,390,330,Slightly negative,Stale,Free,Established,Small
com.chriswithers456.TripPlanner,Road Pals,https://apps.apple.com/us/app/road-pals/id1560717810?uo=4,"Road Pals takes care of all the heavy lifting when it comes to planning a trip. Quickly plan your next road trip with friends! 

Easily connect with your friends, add them to trips and plan with ease. Organize tasks so you don't forget anything and be sure to checkout the route of your trip in the map! 

Road Pals is your #1 app for road trip planning. You should enjoy the trip, not worry about the details! Download today and enjoy!",Travel,4+,10862592,2021-04-01 07:00:00+00:00,2021-04-01 22:07:45+00:00,,0.0,free,Christopher Withers,,4.33333,4.33333,6,1,1,0,1122,0,Positive,Stale,Free,Brand New,Small
com.airpano.travelbook,AirPano Travel Book,https://apps.apple.com/us/app/airpano-travel-book/id887138564?uo=4,"*** TOP1 Travel app in 100+ countries ***
 *** Best of the Year on the App Store ***

AirPano – #1 app for travel inspiration!

Get ready for the amazing virtual travel experience! 
Explore the world’s best 360º aerial panoramas.
 
AirPano Travel Book is a collection of unique spherical photo panoramas of the most amazing places in the world with a bird’s eye view. AirPano takes you on an exciting journey with a real-life presence at a photographic location. The aerial panorama technology allows viewers to soar in the sky above Niagara Falls, the famous Taj Mahal, nightlife in Las Vegas, and the fantastic beaches of Dominican Republic.

Unlike conventional photographs, spherical 360° photo panoramas allow viewers to rotate an image, change the field of view, and zoom in on a particular detail.

See the most beautiful cities of the world, historical locations, beaches, night landscapes, witness volcanic eruptions, amazing lakes, mountaintops, and waterfalls. 

More places to come!

–

""An Aerial View of Manhattan That Will Blow Your Mind"" 
Gizmodo

""Take an Incredible Bird's-Eye Tour""
Mashable

""Awesome 3D Virtual Tours""
CNN

""Hier dürfen Sie von oben herab schauen""
Bild

""Stunning aerial panoramic photographs from around the world""
The Telegraph

– 

Subscription Policy

AirPano Travel Book provides a subscription service that allows our members to access the additional content AirPano Gold (200+ new panoramas).

If you choose to purchase AirPano Gold Subscription, your account will be charged at confirmation of purchase. The account will be charged for renewal within 24-hours prior to the end of the current period, for the same price. You can turn off auto-renewal at any time from your iTunes account settings. 

If you do not choose to purchase the subscription, you can simply continue using available content for free.

Terms of Use, Privacy Policy, Subscription Policy:
http://www.airpano.com/policy.pdf

–

Developed by Doubble.

Please don't hesitate to contact us with any questions and offers: travelbook@doubble.co",Travel,4+,836422656,2014-06-27 00:31:04+00:00,2019-05-24 14:28:22+00:00,New dose of inspiration!,0.0,free,CONCEPT360 GmbH,http://doubble.co,3.87736,3.87736,106,1,1,0,1801,1792,Negative,Stale,Free,Very Mature,Large
com.visitwidget.nomansland,No Man's Land Trip Planner,https://apps.apple.com/us/app/no-mans-land-trip-planner/id1514481094?uo=4,"The No Man's Land Trip Planner app will help you discover all the places you can explore, stay, dine, shop and meet in No Man's Land!  

 • Plan the perfect stay based on your interests, timeframe, location, and social connections
 • View upcoming events and festivals
 • Add events and places to your own customized plan
 • Share events, places, and your custom plan with friends so they can join you in No Man's Land!",Travel,4+,76279808,2020-11-17 08:00:00+00:00,2024-03-07 00:52:38+00:00,Performance improvements and minor bug fixes.,0.0,free,"CANE RIVER NATIONAL HERITAGE AREA, INC.",https://visitwidget.com/,5.0,5.0,6,1,1,0,52,1205,Slightly negative,Recently Updated,Free,Very Mature,Medium
com.pinguido.scenic,Scenic Motorcycle Navigation,https://apps.apple.com/us/app/scenic-motorcycle-navigation/id1089668246?uo=4,"TAKE THE SCENIC ROUTE - Plan, ride, track and share your adventures with the #1 rated motorbike navigation app. 200,000 public routes, 20 million hours ridden, 130 million miles logged. 

GET THERE YOUR WAY - We’ve built a world for motorcyclists, helping you find the best routes with the twistiest turns, for paved touring and unpaved adventures. It’s not the destination that counts. It’s the journey.

FIND THE ROAD - Straight, curvy, paved, dirty - Scenic lets you control your route like no other app. And with thousands of public routes to choose from, there's always road to ride.

TAKE CONTROL - Plan routes by dropping via points and stops. Scenic will show you a route between them. Don't like it? Choose another routing mode, including curvy.

UNLOCK EPIC RIDES - Scenic has a vast database of thousands of beautiful routes, shared and rated by local Scenic users worldwide. Select an area, tap 'Search', and see what comes up. 

GO EXPLORING - Yet another way to get a great route... set the distance, then let Scenic generate a round trip for you in any given direction. Or a curvy route to a destination of your choosing.

GET ORGANISED - Found a great route online? Have some lying around in Basecamp? Whether it’s a Google Maps URL or a GPX, KML, KMZ, GDB, or ITN file, import it into Scenic to keep all your routes in one app that’s built for adventure.

FIND FOCUS - On-screen instructions, turn-by-turn navigation, and customizable detour behavior mean you can focus on the road, not your phone. When you do need to tap in, Scenic is designed to work seamlessly with your touch-enabled gloves, or one of the supported handlebar controllers.

CHOOSE YOUR VIEW - Customize your map, toggling between built-in layers like traffic flow, safety camera alerts, and 3D buildings, as well as a huge list of POIs, including fuel and EV charging stations, motorcycle services, restaurants, hotels, and more!

ONE STEP AHEAD - Dirt road visualization, elevation profiles, speed camera warnings, and traffic visualized on the map keep you prepared for what’s around the corner.

GO OFF GRID - No data/reception? No problem. Scenic’s offline maps mean you can go where others turn back.

 KNOW YOUR RIDE - Scenic not only navigates you, it also logs your location, speed, and elevation - helping you relive every moment, track your progress, and challenge your friends.

SHARE THE ADVENTURE - Leave pictures and comments for other riders in the app, get a personalized web page of your routes and rides, or share your journey straight to social media.  


* Continued use of GPS running in the background can dramatically decrease battery life.

** Scenic has an optional yearly Premium Subscription with a free trial period, that gives you access to Premium Features (see scenic.app/premium for details). The subscription automatically renews after the free trial period, and then every year. The first payment will be charged to your App Store Account at the end of your trial period. It automatically renews unless auto-renew is turned off at least 24 hours before the end of the current period. Your account will be charged within 24 hours prior to the end of each period. Subscriptions may be managed by you, and auto-renewal may be turned off by going to your Account Settings in the Apple App Store.

Scenic's privacy policy: https://scenic.app/privacy-policy
Scenic's terms of use: https://scenic.app/terms",Navigation,4+,191856640,2016-07-21 05:44:01+00:00,2024-04-26 04:11:43+00:00,"TAKE THE SCENIC ROUTE - Plan, ride, track, and share your adventures with the all-new and improved Scenic 3.5. Added Features:  Safety Cameras, Traffic flow, Construction Zones, Dirt roads, Battery Saver, Map Layers, Navigation+, and many smaller tweaks and improvements.

New in v3.59
- Resume a route directly from CarPlay.
- Zoom buttons are hidden automatically when a handlebar controller is connected.

Bugs fixed in v3.59
- When auto-resume is turned off, tracking stops after selecting another route/destination.
- Continuous recalculation sound at the beginning of a ride when ""Go to route"" is showing.
- On some CarPlay systems, when unplugging from CarPlay while in navigating mode, the phone goes to the home screen and shows a blank map.
- Sometimes, offline route calculation fails when a waypoint is not exactly on a road.
- Not showing the current road name in the Carplay split screen after disconnecting from and re-connecting to CarPlay again.
- The route color does not change to the dark mode setting when starting navigation, and the navigation appearance is set to always be dark.
- When skipping a waypoint with a handlebar controller, the screen stays in edit mode without an option to close edit mode with the handlebar controller.
- Moving via points in the route timeline (in Power Planner) re-centers the map every time.
- Changes in Speed Based Zoom config do not take effect immediately if changing while navigating.
- Distance to a safety cam is covered by the speed camera icon on some CarPlay displays.
- The ""Unpaved Sections"" warning doesn’t fit in landscape mode.
- Map thumbnails are generated in map style at that moment, resulting in thumbnails with different styles.
- Performance and stability improvements.",0.0,free,Applified Life Inc.,https://scenic.app,4.70551,4.70551,6350,1,1,0,2,2835,Slightly negative,Very Recent Updates,Free,Very Mature,Medium
com.zerodawn.skratch,Skratch - Where I've been,https://apps.apple.com/us/app/skratch-where-ive-been/id1457438876?uo=4,"Skratch lets you plan, track and share your travel life with personalized maps. Get started today on the top scratch map and travel inspiration app.

BUILD YOUR MAP:
Mark all the countries, cities, states, regions & provinces you've visited in the world. Skratch helps you automatically build your map in seconds.

CREATE A BUCKET LIST:
Plan and track your travel experiences by marking countries you want to visit in the future

EXPLORE NEW DESTINATIONS:
Don’t know where to go? Get inspired for your next trip with curated lists and easy search

TRACK YOUR TRAVELS:
See your travel stats by world region and share your scratch map with friends

MAKE SMARTER TRAVEL CHOICES:
Get real-time info you need to know before you travel including eSIMs, visa applications, weather insights and more

UPLOAD MEMORIES:
Add photos and videos from the places you’ve been. Skratch detects the location of your content to help you create a timeline of memories from each country you visit

HEY, HOW WAS YOUR HOLIDAY?:
No more fumbling through endless camera rolls. Tap on a country and instantly play your memories timeline on your personalized world map

MAKE THE MAP YOURS:
Customise your map with a range of unique colour packs and map styles

We are building Skratch into the ultimate companion for your travels. Make our day by giving us a 5 star rating and telling your friends :) 

Privacy Policy: https://www.skratch.world/privacy 
Terms of Use: https://www.skratch.world/terms

Any questions? Or feedback? Drop us a message at support@skratch.world and we’ll get back to you asap",Travel,4+,185465856,2019-08-19 14:14:00+00:00,2024-03-11 01:01:31+00:00,Bug fixes and performance improvements. We update Skratch regularly to make your experience even better!,0.0,free,Zero Dawn Ltd,http://www.skratch.world,4.5396,4.5396,1288,1,1,0,48,1665,Negative,Recently Updated,Free,Very Mature,Medium
com.halfpeeled.roadtrip,"Road Trip! State Trivia, Games",https://apps.apple.com/us/app/road-trip-state-trivia-games/id6446503414?uo=4,"Road Trip! Are you going on a road trip and want something to keep you entertained in the car? This is the perfect app for you!

State Trivia - Try out trivia from all 50 U.S. states.
License Plate Spotting - How many different state license plates can you spot?
Know Your Passenger - Take quizzes with your fellow passenger(s) to learn about each other and keep yourselves entertained.
License Plate Bingo - Look for different letters in license plates to complete a bingo board.
Road Sign Bingo - Looks for different road signs to complete a bingo board.
General Trivia - Over 700 trivia questions from a variety of different categories.
Name That Song - Try to guess which song is playing!
Conversation Starters - Too much silence? Find an endless amount of topics and questions to ask.

Trip Planner - Add destinations, bookmark places to visit, and save links for later.
Navigation - Enter your trip destination to see the current weather and get quick links for directions.
Gas Tracker - Keep track of how much you're spending on gas and track where you filled up.
Weather - See the weather for your destination.
Connect Apple Music or Spotify to see your currently playing songs.

----

Road Trip! uses optional auto-renewing subscriptions to provide additional features like removing ads, unlocking all games, and planning your trip.

Payment will be charged to your Apple ID account at the confirmation of purchase. Subscription automatically renews unless it is canceled at least 24 hours before the end of the current period. Your account will be charged for renewal within 24 hours prior to the end of the current period. You can manage and cancel your subscriptions by going to your account settings in the App Store after purchase.

Terms of Use: https://halfpeeled.com/roadtrip/tos
Privacy Policy: https://halfpeeled.com/roadtrip/privacy",Travel,12+,22652928,2023-03-27 07:00:00+00:00,2023-12-28 20:16:36+00:00,Bug fixes and updates,0.0,free,HalfPeeled LLC,https://halfpeeled.com,4.76837,4.76837,272,1,1,0,121,276,Slightly positive,Moderately Updated,Free,Established,Small
com.tymonwiedemair.maps2golite,CityMaps2Go – Offline Maps,https://apps.apple.com/us/app/citymaps2go-offline-maps/id408866084?uo=4,"CityMaps2Go is the ultimate offline map for travelers, mountain biking, and hiking enthusiasts who want to be prepared wherever they go.

Join the millions of users worldwide who trust CityMaps2Go!

What others say about CityMaps2Go:
""Essential app for travelers"", Time Magazine
""One of the best offline maps apps"", WSJ
""Maps without racking up roaming costs"", Macworld

And here's why millions of travelers and outdoor enthusiasts love CityMaps2Go:
▶ OPTIMIZED FOR OUTDOOR: CityMaps2Go includes detailed maps of remote areas and national parks. CityMaps2Go offers terrain maps with footpaths and contour lines online as well as offline.

▶ IN-DEPTH CONTENT: Unlike other offline map apps, CityMaps2Go features photos as well as tips and comprehensive, detailed info for millions of places.

▶ WORLDWIDE COVERAGE: CityMaps2Go covers the whole world. More than 150 countries, 60000 destinations, and 50 million places!!

▶ WORKS OFFLINE: CityMaps2Go works online and offline. Saving you from connectivity problems in national parks and remote areas and data roaming charges in foreign countries. 

▶ PLAN TRIPS & TOURS: Plan tours with lists. Remember and save all the places you would like to visit. Create lists and have your travel ideas ready when you need them.

▶ DETAILED MAPS: Explore your saves on a detailed worldwide map. Navigate streets, footpaths, and bikeways wherever you are.

▶ SHARE WITH FRIENDS: Share your travel plans with your friends. Planning your trips or hike with others made easy with CityMaps2Go.

▶ SYNC BETWEEN ALL YOUR DEVICES: Create an user account and login from any of your devices.
__________________________________________________

A note on battery life:
We've spent years developing and improving the location technology that powers CityMaps2Go, making it extremely power efficient. But, as with all apps of this type, please note that continued use of GPS running in the background can significantly decrease battery life.

We'd love to hear what it is you like about CityMaps2Go and how we can improve it for you. Drop us an email at support@ulmon.com . Enjoy your travels and exciting outdoor tours … and don't forget to send us a postcard.",Travel,4+,104482816,2010-12-19 19:58:19+00:00,2021-07-28 19:27:55+00:00,"We added ""Sign in with Apple"" as authentication method and fixed some bugs!",0.0,free,Kulemba GmbH,http://hub.ulmon.com/?utm_medium=CMTGL&utm_content=EN&utm_campaign=AppStoreTracking&utm_source=AppStoreText,4.61238,4.61238,4943,1,1,0,1005,3873,Negative,Stale,Free,Very Mature,Medium
com.porsche.RoadsByPorsche,Roads by Porsche,https://apps.apple.com/us/app/roads-by-porsche/id1438225964?uo=4,"With the ROADS route planner, you can find the most beautiful route for your next ride. Create a winding and scenic route between two or more locations with just a few clicks. ROADS is provided by Porsche and is available free of charge to anyone who loves driving. 

Unlike conventional navigation solutions, ROADS focuses on discovering particularly attractive routes. Our unique route intelligence takes into account speed, curves and elevation as well as the real local road and environmental conditions. It also adapts to your individual driving preferences. This works both on in front your own doorstep and almost anywhere in the world. 

With the integrated GPS navigation from Mapbox, the route can be driven directly with ROADS. And thanks to Apple CarPlay, it can be used in the onboard system of your compatible vehicle at any time. 

Top features
- Create individual routes with up to 50 stops and test them directly on the phone before setting off thanks to the 3D preview
- Use the circuit generator to quickly and easily create trips based on your available driving time and the desired direction
- Import existing tours from Google Maps without detours
- Share your routes with the ROADS community and retain full control over who gets access to your routes
- Find interesting rides and exciting POIs in your immediate vicinity
- Create public or private groups and experience ROADS together with the global community of passionate drivers
- Drive directly in ROADS or export the route as GPX for use in navigation systems of your choice

ROADS means less time planning and more time driving. Try it out, download the app without obligation and become part of the ROADS community now. 

Your help is needed! 
We have developed ROADS to give you a more intense driving experience every day. In order to continue to develop the app in the best possible way in the future, we ask for your feedback. For ideas, tips, questions and anything else, please use the """"Feedback"""" option in the app, send our team an email at roadsbyporsche-production@porsche.de or address your concerns in the """"Welcome to ROADS"""" group.

We have also stored the most frequently asked questions and answers directly in the app. 

You can find more information at roads.porsche.com",Navigation,4+,173294592,2018-10-30 01:01:15+00:00,2024-04-09 07:12:09+00:00,This version includes various minor bugfixes.,0.0,free,"Porsche Cars North America, Inc.",https://roads.porsche.com/,4.03382,4.03382,207,1,1,0,19,1988,Slightly negative,Very Recent Updates,Free,Very Mature,Medium
com.calimoto.calimoto,calimoto Motorcycle Navigation,https://apps.apple.com/us/app/calimoto-motorcycle-navigation/id1209129603?uo=4,"Join over 3 million users and start your journey with calimoto! Trip planning, tracking mode, navigation, tour analysis, and recommendations — all in one app.

Winding country roads, nature, and pure freedom! Thanks to our unique twisty roads algorithm and specialized motorbike map, you’ll always find the best route! Can’t be bothered to spend ages minutely planning your trip? No worries! With our Round Trip Planner, you can plan, save, and hit the road in just 3 steps.

Top 5 calimoto features: 

#1 TRIP PLANNER — Plan directly on the map, both in the app and on the web
#2 TURN-BY-TURN VOICE NAVIGATION — with Caution Point alerts 
#3 THOUSANDS OF TRIP RECOMMENDATIONS — Benefit from other bikers’ experiences 
#4 TRIP TRACKING — Hop on your bike and off you go 
#5 ANALYZE AND SHARE TRIPS — Extensive personal statistics and diagrams

#1 TRIP PLANNER WITH SPECIALIZED MOTORCYCLE MAP

Create your own personalized trip with unlimited Via Points directly on the map. There, you'll immediately see where exciting and twisty country roads await you. For maximum fun on your ride, combine up to four routing profiles within one trip. Round it off by integrating POIs such as gas stations, mountain passes, biker meetups, or sightseeing directly into your route. Thanks to the terrain and satellite map, you always have the ideal view for your route planning.

#2 TURN-BY-TURN VOICE NAVIGATION

Thanks to our voice announcements, you’ll never stray from the path and will be warned about caution points (e.g. speed cameras) during navigation.

#3 THOUSANDS OF TRIP RECOMMENDATIONS

Let yourself be inspired by other calimoto users' experiences and discover trips both near you and worldwide. With the filter, you can also display only the rides that truly interest you!

#4 TRIP TRACKING 

Activate tracking mode ride off without any planning. Mark highlights you’ve discovered on your ride to find them again later.

#5 ANALYZE & SHARE TRIPS 

After each trip, we’ll show you the key data on speed, altitude, acceleration, and lean angle. Also upload photos, rate your trip, and save it in your personal ride catalog. 
Become part of the calimoto community and share your best rides in the trip recommendations, via Facebook or WhatsApp, so that others can also share in your experiences.

ADVANTAGES WITH THE CALIMOTO PROFILE 

Receive monthly and yearly statistics about the kilometers you’ve traveled, altitude reached, the highest lean angles, and much more. Effortlessly sync your trips between all your devices and our web Trip Planner. Also, easily add your bike to your personal garage!

Download calimoto now. We’ll help you find the best routes and discover new ones in your area.

CALIMOTO PREMIUM 

Become a Premium member and get access to an extended range of features such as worldwide offline maps, navigation, speed limits, terrain and satellite view, an additional routing profile, caution point warnings, lean angle and acceleration analysis.

General Terms & Conditions: https://calimoto.com/en/information/terms-of-use

Privacy Policy: https://calimoto.com/en/information/privacy-policy",Navigation,4+,195491840,2018-03-15 17:55:55+00:00,2024-04-22 06:39:00+00:00,"- Welkom Nederland: calimoto is now also available in Dutch!
- We've added new languages: calimoto is now also available in Czech and Portuguese. Ahoj Česko! Bem-vindo Português!
- Crashes / bugs fixed",0.0,free,calimoto GmbH,https://calimoto.com,4.53345,4.53345,553,1,1,0,6,2229,Slightly negative,Very Recent Updates,Free,Very Mature,Medium
com.travelmath,Travelmath - trip calculator,https://apps.apple.com/us/app/travelmath-trip-calculator/id921786212?uo=4,"Planning a trip?  Let us do the math!

Type in two locations and quickly calculate the driving distance, flight time, closest airport to your destination,  cost of driving, and more.

""calculates your travel time so you don't miss your flights"" - LifeHacker

""offers the option for calculating air miles"" - USA Today

""whoever invented Travelmath, I love you!"" - Drew Barrymore

With one simple app, you can get quick answers:
+ Driving Distance between cities
+ Flight Distance between airports
+ Closest Airport to any city
+ Nonstop Direct Flights to your destination
+ Time Difference and international time changes
+ Driving Time to measure the length of a road trip
+ Flight Times to see how long you'll be flying
+ Airlines flying to any city or serving any airport
+ Cost of Driving to plan your budget for gas or petrol
+ Stopping Points for a long road trip to find a hotel
+ Halfway Point between two cities
+ Surrounding Cities to explore the local area

Still not sure?  Try the website for free at Travelmath.com to test out the features, then download this free app to keep it on your phone or tablet.",Travel,4+,16888832,2014-10-05 12:52:32+00:00,2015-07-28 02:08:31+00:00,"This app has been updated by Apple to display the Apple Watch app icon.

Fixed input issues on some devices like the iPad Mini. Version 1.2 also adds new features like adjustable fuel efficiency and gas price, and a map of the route.",0.0,free,Travelmath,,2.81013,2.81013,79,1,1,0,3197,295,Neutral,Stale,Free,Established,Small
com.circlegate.transit,Transit – Trip Planner,https://apps.apple.com/us/app/transit-trip-planner/id430848814?uo=4,"CG Transit offers offline trip planning in public transport systems of more than 20 U.S. and Canadian cities and European trains.

Just pick your departure and destination point and get a list of suggested routes including all the transfers and scheduled departure/arrival times sorted by the time of departure. You can then view detailed information of the routes, display them on the map etc. 

Key features:
• Fast offline searching
• Search routes by map
• Advanced search parameters - changing the date and time, adding ""via"" stations, choosing transport modes, etc.
• Favorite routes
• Push notifications of schedule updates and their immediate download

Available timetables:
• Selected transit authorities in the United States: New York (subway, buses, trains), Chicago, Los Angeles, Houston, Washington, San Francisco, Dallas, Denver, Minneapolis, Portland, Honolulu, Boston, Philadelphia, Pittsburgh
• Selected transit authorities in Canada: Toronto, Ottawa, Calgary, Edmonton, Vancouver, Quebec, Winnipeg
• Train timetables in Germany, France, Italy, Spain, Poland, Benelux, Austria, the Czech and Slovak Republic, Portugal, Switzerland, Hungary, Nordic and Balkan countries
• Selected public transport, bus and train timetables in the Czech and Slovak Republic

U.S. and Canadian cities – free basic features (offline searching, search routes by map), paid premium features (more details, routes and stops searching, no advertisement)
European schedules - an annual license fee (one month to try out all the timetables for free)

Feedback, requests? Please email us at ios@cgtransit.com",Travel,4+,16963584,2011-12-07 19:46:24+00:00,2022-12-14 05:46:17+00:00,"• Bugfixes

Version 5.0.0:
• Dark mode
• Display the current position on the map along with the orientation of the device and the scale of the map.
• Improved app display on new iPhones.
• Other minor improvements and fixes (fixing calendar insertion, saving search settings).",0.0,free,circlegate,http://www.circlegate.com/cgt,4.2973,4.2973,37,1,1,0,501,4024,Negative,Stale,Free,Very Mature,Small
